crosswalk_id,tube,on,off,distance
06-0000032155,등촌,10748.333333333334,10268.076923076924,266.6850190542661
06-0000037223,화곡,27246.28205128205,25422.128205128207,266.7837736708002
06-0000049565,마곡나루,21288.871794871797,20787.07692307692,266.9687034426706
06-0000028743,발산,19879.82051282051,20772.97435897436,267.33204922542865
06-0000011607,신방화,6518.641025641025,6320.307692307692,267.8667504842202
06-0000038119,개화,2470.230769230769,1631.820512820513,267.92629809503427
06-0000013666,방화,6402.48717948718,6107.538461538462,268.4566761412721
06-0000027829,증미,6634.128205128205,6262.128205128205,269.1471496001361
06-0000013682,화곡,27246.28205128205,25422.128205128207,269.2490283091645
06-0000013537,화곡,27246.28205128205,25422.128205128207,269.3874062207288
06-0000013470,양천향교,8965.923076923076,9118.794871794871,269.7347960460854
06-0000015648,신방화,6518.641025641025,6320.307692307692,269.78839790669025
06-0000049581,양천향교,8965.923076923076,9118.794871794871,270.1271650878217
06-0000013662,방화,6402.48717948718,6107.538461538462,270.3653050468947
06-0000002870,까치산,27313.358974358973,26170.25641025641,270.5850105225466
06-0000024251,염창,16735.410256410258,16139.615384615385,271.1477293247448
06-0000044813,신방화,6518.641025641025,6320.307692307692,271.73285873507376
06-0000027808,등촌,10748.333333333334,10268.076923076924,272.4147281337875
06-0000013579,가양,20669.30769230769,20122.74358974359,272.51050746711314
06-0000013271,증미,6634.128205128205,6262.128205128205,272.6740554272129
06-0000034380,방화,6402.48717948718,6107.538461538462,273.11709391248337
06-0000045681,신방화,6518.641025641025,6320.307692307692,273.22064496862356
06-0000037216,개화산,5385.2307692307695,5159.564102564103,273.25666384455025
06-0000046620,우장산,13611.076923076924,13370.076923076924,273.5524962533676
06-0000024413,우장산,13611.076923076924,13370.076923076924,273.95414624407823
06-0000013549,우장산,13611.076923076924,13370.076923076924,274.2519542710817
06-0000045428,방화,6402.48717948718,6107.538461538462,274.48295029298595
06-0000013153,송정,6145.179487179487,5809.076923076923,275.12132322168884
06-0000027821,증미,6634.128205128205,6262.128205128205,275.16198933932844
06-0000041373,마곡,9872.205128205129,9996.28205128205,276.31169435870356
06-0000024554,가양,20669.30769230769,20122.74358974359,276.9056667586222
06-0000041371,발산,19879.82051282051,20772.97435897436,277.0570511416796
06-0000027789,신방화,6518.641025641025,6320.307692307692,277.4355357710556
06-0000037215,개화산,5385.2307692307695,5159.564102564103,278.02318552749006
06-0000018737,가양,20669.30769230769,20122.74358974359,278.297075405628
06-0000012892,까치산,27313.358974358973,26170.25641025641,278.635381993996
06-0000012893,까치산,27313.358974358973,26170.25641025641,278.79893676956993
06-0000011836,화곡,27246.28205128205,25422.128205128207,278.93201211891414
06-0000030617,등촌,10748.333333333334,10268.076923076924,279.0275575974625
06-0000011837,화곡,27246.28205128205,25422.128205128207,279.2439209308158
06-0000049591,양천향교,8965.923076923076,9118.794871794871,280.06887682789926
06-0000037897,등촌,10748.333333333334,10268.076923076924,280.23269500345907
06-0000024555,가양,20669.30769230769,20122.74358974359,280.91511978681956
06-0000026601,염창,16735.410256410258,16139.615384615385,280.9658534754739
06-0000027822,증미,6634.128205128205,6262.128205128205,281.1235726741836
06-0000033808,가양,20669.30769230769,20122.74358974359,281.284317137379
06-0000030015,등촌,10748.333333333334,10268.076923076924,281.35897992842496
06-0000028067,등촌,10748.333333333334,10268.076923076924,281.35952244829815
06-0000037740,가양,20669.30769230769,20122.74358974359,281.7630217686017
06-0000018190,가양,20669.30769230769,20122.74358974359,281.9287845183523
06-0000028956,증미,6634.128205128205,6262.128205128205,282.1023122606752
06-0000013685,화곡,27246.28205128205,25422.128205128207,282.2680649425148
06-0000048419,화곡,27246.28205128205,25422.128205128207,282.8211591239625
06-0000013061,공항시장,2778.153846153846,2968.974358974359,283.7150927534517
06-0000034379,방화,6402.48717948718,6107.538461538462,283.93328525993246
06-0000028066,등촌,10748.333333333334,10268.076923076924,284.0572638864676
06-0000003049,공항시장,2778.153846153846,2968.974358974359,284.58703501574934
06-0000041372,발산,19879.82051282051,20772.97435897436,285.1549031916713
06-0000050677,양천향교,8965.923076923076,9118.794871794871,285.5820877416752
06-0000015740,화곡,27246.28205128205,25422.128205128207,285.6745125204827
06-0000013283,등촌,10748.333333333334,10268.076923076924,286.0555638141745
06-0000012408,개화산,5385.2307692307695,5159.564102564103,286.3672241599657
06-0000033813,가양,20669.30769230769,20122.74358974359,286.3749981559134
06-0000033606,가양,20669.30769230769,20122.74358974359,286.839161148127
06-0000044811,신방화,6518.641025641025,6320.307692307692,286.89519400667575
06-0000003147,까치산,27313.358974358973,26170.25641025641,287.639492023102
06-0000044809,신방화,6518.641025641025,6320.307692307692,287.81047454056284
06-0000034381,방화,6402.48717948718,6107.538461538462,287.8338717589317
06-0000002872,까치산,27313.358974358973,26170.25641025641,288.0338922003862
06-0000052719,신방화,6518.641025641025,6320.307692307692,288.7251381666498
06-0000052718,신방화,6518.641025641025,6320.307692307692,288.9016970512145
06-0000030579,양천향교,8965.923076923076,9118.794871794871,289.0139127756305
06-0000013268,증미,6634.128205128205,6262.128205128205,289.30812670128165
06-0000045680,신방화,6518.641025641025,6320.307692307692,289.4470343245151
06-0000045846,발산,19879.82051282051,20772.97435897436,289.5534007071787
06-0000030616,등촌,10748.333333333334,10268.076923076924,289.6522761995786
06-0000019859,등촌,10748.333333333334,10268.076923076924,289.71653377080725
06-0000018738,가양,20669.30769230769,20122.74358974359,290.18122507380866
06-0000013684,화곡,27246.28205128205,25422.128205128207,290.4997670577411
06-0000033816,등촌,10748.333333333334,10268.076923076924,290.54831535906885
06-0000051648,신방화,6518.641025641025,6320.307692307692,290.73774886417254
06-0000050674,방화,6402.48717948718,6107.538461538462,291.1785870998697
06-0000013949,공항시장,2778.153846153846,2968.974358974359,291.2483836432258
06-0000012891,까치산,27313.358974358973,26170.25641025641,291.2722564572206
06-0000013269,증미,6634.128205128205,6262.128205128205,291.3799608411471
06-0000045842,신방화,6518.641025641025,6320.307692307692,291.5780952246337
06-0000045679,신방화,6518.641025641025,6320.307692307692,291.6237056313995
06-0000045768,양천향교,8965.923076923076,9118.794871794871,292.21721389588816
06-0000045756,양천향교,8965.923076923076,9118.794871794871,292.2325123438841
06-0000013284,등촌,10748.333333333334,10268.076923076924,292.3141385939102
06-0000041568,화곡,27246.28205128205,25422.128205128207,293.4065514757529
06-0000044799,신방화,6518.641025641025,6320.307692307692,293.91501077993996
06-0000038820,까치산,27313.358974358973,26170.25641025641,294.0869152784035
06-0000048584,염창,16735.410256410258,16139.615384615385,294.76835971444183
06-0000041569,화곡,27246.28205128205,25422.128205128207,295.1926904480954
06-0000045845,발산,19879.82051282051,20772.97435897436,295.3175379478732
06-0000045755,양천향교,8965.923076923076,9118.794871794871,295.6983175948074
06-0000044808,신방화,6518.641025641025,6320.307692307692,296.7497556858149
06-0000013686,화곡,27246.28205128205,25422.128205128207,297.05464035067854
06-0000030698,증미,6634.128205128205,6262.128205128205,297.3281143744613
06-0000003614,개화산,5385.2307692307695,5159.564102564103,297.5350248444878
06-0000023417,염창,16735.410256410258,16139.615384615385,297.9579899619473
06-0000025497,양천향교,8965.923076923076,9118.794871794871,298.66035876951065
06-0000012865,양천향교,8965.923076923076,9118.794871794871,298.7332028266812
06-0000045826,신방화,6518.641025641025,6320.307692307692,298.9076251561711
06-0000013266,등촌,10748.333333333334,10268.076923076924,299.4245867044018
06-0000028848,가양,20669.30769230769,20122.74358974359,299.6363042697094
06-0000014253,김포공항,25718.53846153846,24021.153846153848,300.06473900498975
06-0000018189,가양,20669.30769230769,20122.74358974359,300.46711503851316
06-0000044806,신방화,6518.641025641025,6320.307692307692,300.7277761709012
06-0000012598,염창,16735.410256410258,16139.615384615385,300.7996725493091
06-0000045661,마곡,9872.205128205129,9996.28205128205,301.0654699821828
06-0000045878,마곡,9872.205128205129,9996.28205128205,301.1066602308351
06-0000036923,가양,20669.30769230769,20122.74358974359,301.1845582701722
06-0000003149,까치산,27313.358974358973,26170.25641025641,301.7942246860994
06-0000047716,마곡나루,21288.871794871797,20787.07692307692,302.4250027593253
06-0000052717,신방화,6518.641025641025,6320.307692307692,302.5387884664835
06-0000013499,방화,6402.48717948718,6107.538461538462,302.68532989117966
06-0000012603,염창,16735.410256410258,16139.615384615385,302.9235243107455
06-0000027810,증미,6634.128205128205,6262.128205128205,302.983756889468
06-0000028537,우장산,13611.076923076924,13370.076923076924,303.0952329307673
06-0000013275,등촌,10748.333333333334,10268.076923076924,303.19629817241065
06-0000021797,등촌,10748.333333333334,10268.076923076924,303.2800783917679
06-0000002873,까치산,27313.358974358973,26170.25641025641,303.3255546811251
06-0000015732,방화,6402.48717948718,6107.538461538462,303.7143630548997
06-0000037704,방화,6402.48717948718,6107.538461538462,303.7902327915768
06-0000049589,양천향교,8965.923076923076,9118.794871794871,304.0882178567097
06-0000038345,까치산,27313.358974358973,26170.25641025641,304.44764504078245
06-0000047715,마곡나루,21288.871794871797,20787.07692307692,305.23148543451043
06-0000045757,양천향교,8965.923076923076,9118.794871794871,305.46109058956523
06-0000038969,송정,6145.179487179487,5809.076923076923,305.52101857175586
06-0000050026,등촌,10748.333333333334,10268.076923076924,305.59480754494524
06-0000049590,양천향교,8965.923076923076,9118.794871794871,305.77040279785047
06-0000049978,등촌,10748.333333333334,10268.076923076924,305.97083559104874
06-0000013645,방화,6402.48717948718,6107.538461538462,306.12677210268123
06-0000013505,까치산,27313.358974358973,26170.25641025641,306.4892854853171
06-0000013476,까치산,27313.358974358973,26170.25641025641,306.9180907544861
06-0000013948,공항시장,2778.153846153846,2968.974358974359,307.02725071334567
06-0000036924,가양,20669.30769230769,20122.74358974359,307.12747685981554
06-0000034726,가양,20669.30769230769,20122.74358974359,307.150531206012
06-0000013267,증미,6634.128205128205,6262.128205128205,307.2079622555973
06-0000045769,양천향교,8965.923076923076,9118.794871794871,307.41588729590563
06-0000015721,등촌,10748.333333333334,10268.076923076924,307.5814818722858
06-0000024253,염창,16735.410256410258,16139.615384615385,307.6938751454162
06-0000045076,염창,16735.410256410258,16139.615384615385,308.11945391468424
06-0000013578,가양,20669.30769230769,20122.74358974359,308.2911220861248
06-0000033605,가양,20669.30769230769,20122.74358974359,308.3353377551449
06-0000049630,양천향교,8965.923076923076,9118.794871794871,308.4226319142326
06-0000013367,가양,20669.30769230769,20122.74358974359,308.460809632079
06-0000044810,신방화,6518.641025641025,6320.307692307692,308.4913440427363
06-0000045754,양천향교,8965.923076923076,9118.794871794871,308.7977874461515
06-0000003344,우장산,13611.076923076924,13370.076923076924,309.08886887140477
06-0000039035,발산,19879.82051282051,20772.97435897436,309.3036336600411
06-0000045825,신방화,6518.641025641025,6320.307692307692,309.3683565915435
06-0000013641,방화,6402.48717948718,6107.538461538462,309.7295213759536
06-0000011873,염창,16735.410256410258,16139.615384615385,310.08437562143075
06-0000047714,마곡나루,21288.871794871797,20787.07692307692,310.27931728905105
06-0000038970,송정,6145.179487179487,5809.076923076923,310.43562455128836
06-0000044807,신방화,6518.641025641025,6320.307692307692,310.81968323682406
06-0000013675,증미,6634.128205128205,6262.128205128205,310.8566910855327
06-0000038120,개화,2470.230769230769,1631.820512820513,311.4036180884982
06-0000044800,신방화,6518.641025641025,6320.307692307692,311.85876192572294
06-0000045662,발산,19879.82051282051,20772.97435897436,312.36065059966796
06-0000037705,방화,6402.48717948718,6107.538461538462,312.4342685109297
06-0000044703,마곡,9872.205128205129,9996.28205128205,312.7844107894852
06-0000044386,마곡,9872.205128205129,9996.28205128205,313.0071906975016
06-0000038451,등촌,10748.333333333334,10268.076923076924,313.77601176207867
06-0000013644,방화,6402.48717948718,6107.538461538462,313.9207251210805
06-0000024638,공항시장,2778.153846153846,2968.974358974359,314.13122476623687
06-0000037737,공항시장,2778.153846153846,2968.974358974359,314.52451704144767
06-0000012975,신방화,6518.641025641025,6320.307692307692,314.9102456185165
06-0000044387,마곡,9872.205128205129,9996.28205128205,315.11719706377863
06-0000024557,가양,20669.30769230769,20122.74358974359,316.1703551935606
06-0000045421,가양,20669.30769230769,20122.74358974359,316.2206124507161
06-0000026031,양천향교,8965.923076923076,9118.794871794871,316.4923004267835
06-0000028068,등촌,10748.333333333334,10268.076923076924,316.4989268820059
06-0000037214,개화산,5385.2307692307695,5159.564102564103,316.9434558468269
06-0000045420,가양,20669.30769230769,20122.74358974359,316.9611262600236
06-0000013471,양천향교,8965.923076923076,9118.794871794871,317.29388185522333
06-0000047448,가양,20669.30769230769,20122.74358974359,317.6125662978108
06-0000029141,공항시장,2778.153846153846,2968.974358974359,317.64493447038745
06-0000013366,가양,20669.30769230769,20122.74358974359,317.6811661494483
06-0000013062,공항시장,2778.153846153846,2968.974358974359,318.2514668975274
06-0000013965,개화산,5385.2307692307695,5159.564102564103,318.50226230358254
06-0000045663,발산,19879.82051282051,20772.97435897436,318.6575673970193
06-0000012099,우장산,13611.076923076924,13370.076923076924,318.9047806802385
06-0000013361,가양,20669.30769230769,20122.74358974359,318.9734696994924
06-0000024254,염창,16735.410256410258,16139.615384615385,319.47310681169773
06-0000003345,우장산,13611.076923076924,13370.076923076924,319.5985763317248
06-0000045841,신방화,6518.641025641025,6320.307692307692,319.9129206385319
06-0000028069,등촌,10748.333333333334,10268.076923076924,320.01709717929384
06-0000037213,개화산,5385.2307692307695,5159.564102564103,320.48093071913064
06-0000034368,등촌,10748.333333333334,10268.076923076924,320.48215814526577
06-0000013090,신방화,6518.641025641025,6320.307692307692,320.5568314332816
06-0000027803,증미,6634.128205128205,6262.128205128205,320.6318871549325
06-0000035468,염창,16735.410256410258,16139.615384615385,321.4524783225509
06-0000003144,까치산,27313.358974358973,26170.25641025641,321.47730684496844
06-0000044801,신방화,6518.641025641025,6320.307692307692,322.2677562701014
06-0000033811,가양,20669.30769230769,20122.74358974359,322.62142313818845
06-0000011871,염창,16735.410256410258,16139.615384615385,322.72817650277017
06-0000013643,방화,6402.48717948718,6107.538461538462,323.03848691928374
06-0000002245,김포공항,25718.53846153846,24021.153846153848,323.0699459475407
06-0000030619,증미,6634.128205128205,6262.128205128205,323.32681599624226
06-0000045787,마곡나루,21288.871794871797,20787.07692307692,324.39519676854917
06-0000013362,가양,20669.30769230769,20122.74358974359,324.54305708579153
06-0000013676,증미,6634.128205128205,6262.128205128205,325.01303046156244
06-0000035545,가양,20669.30769230769,20122.74358974359,325.4032440221518
06-0000033801,공항시장,2778.153846153846,2968.974358974359,325.69747391589516
06-0000013182,화곡,27246.28205128205,25422.128205128207,325.80171100294194
06-0000027838,증미,6634.128205128205,6262.128205128205,326.0585590417201
06-0000011870,염창,16735.410256410258,16139.615384615385,326.2388021612052
06-0000038972,송정,6145.179487179487,5809.076923076923,326.3397235995239
06-0000044702,마곡,9872.205128205129,9996.28205128205,326.4676332633019
06-0000038971,송정,6145.179487179487,5809.076923076923,326.50669282330665
06-0000013365,가양,20669.30769230769,20122.74358974359,326.60470468802674
06-0000045686,신방화,6518.641025641025,6320.307692307692,327.29524447665796
06-0000014046,김포공항,25718.53846153846,24021.153846153848,327.8633014640836
06-0000025534,화곡,27246.28205128205,25422.128205128207,328.01388537468586
06-0000034382,방화,6402.48717948718,6107.538461538462,328.07892030989797
06-0000013363,가양,20669.30769230769,20122.74358974359,328.46811837736243
06-0000040237,가양,20669.30769230769,20122.74358974359,328.5466413397197
06-0000013360,가양,20669.30769230769,20122.74358974359,328.7962396188116
06-0000045848,마곡,9872.205128205129,9996.28205128205,329.08138687884457
06-0000013041,개화산,5385.2307692307695,5159.564102564103,329.1052371424934
06-0000002876,까치산,27313.358974358973,26170.25641025641,329.44332588301927
06-0000045840,신방화,6518.641025641025,6320.307692307692,329.6132386603644
06-0000039374,우장산,13611.076923076924,13370.076923076924,329.9433333062701
06-0000013545,우장산,13611.076923076924,13370.076923076924,330.20454078105365
06-0000024252,염창,16735.410256410258,16139.615384615385,330.8120382030585
06-0000050667,신방화,6518.641025641025,6320.307692307692,330.84029410022487
06-0000030620,증미,6634.128205128205,6262.128205128205,331.25627009509924
06-0000051728,양천향교,8965.923076923076,9118.794871794871,331.48642254082995
06-0000012100,우장산,13611.076923076924,13370.076923076924,331.89741078863244
06-0000001712,개화산,5385.2307692307695,5159.564102564103,332.03028436255426
06-0000044803,신방화,6518.641025641025,6320.307692307692,332.94137110497115
06-0000013135,가양,20669.30769230769,20122.74358974359,332.98600175566
06-0000000036,김포공항,25718.53846153846,24021.153846153848,333.881910724089
06-0000045828,신방화,6518.641025641025,6320.307692307692,333.9416293330834
06-0000033803,개화산,5385.2307692307695,5159.564102564103,333.96420655612195
06-0000049587,양천향교,8965.923076923076,9118.794871794871,334.0772685192079
06-0000027447,염창,16735.410256410258,16139.615384615385,334.1776553323967
06-0000045824,신방화,6518.641025641025,6320.307692307692,334.47025503660507
06-0000013640,방화,6402.48717948718,6107.538461538462,334.6179772647964
06-0000013475,까치산,27313.358974358973,26170.25641025641,334.869103164961
06-0000036925,가양,20669.30769230769,20122.74358974359,334.9095583066634
06-0000013162,증미,6634.128205128205,6262.128205128205,334.9470068499003
06-0000019591,염창,16735.410256410258,16139.615384615385,334.95869596609083
06-0000045678,신방화,6518.641025641025,6320.307692307692,335.17391153746524
06-0000020831,가양,20669.30769230769,20122.74358974359,335.22420960922534
06-0000036922,가양,20669.30769230769,20122.74358974359,335.2841974327437
06-0000002735,우장산,13611.076923076924,13370.076923076924,336.3313063477836
06-0000052685,가양,20669.30769230769,20122.74358974359,336.3604651589696
06-0000013546,우장산,13611.076923076924,13370.076923076924,336.41935220549345
06-0000045823,신방화,6518.641025641025,6320.307692307692,336.89242161066744
06-0000044385,발산,19879.82051282051,20772.97435897436,337.1355360784919
06-0000013439,양천향교,8965.923076923076,9118.794871794871,337.19490479219553
06-0000013664,개화산,5385.2307692307695,5159.564102564103,337.4266912444257
06-0000049584,양천향교,8965.923076923076,9118.794871794871,337.7623634903393
06-0000013642,방화,6402.48717948718,6107.538461538462,337.985114029801
06-0000044805,신방화,6518.641025641025,6320.307692307692,338.28120214589495
06-0000035563,증미,6634.128205128205,6262.128205128205,338.4354415443226
06-0000037819,개화산,5385.2307692307695,5159.564102564103,338.69472467380405
06-0000037771,개화산,5385.2307692307695,5159.564102564103,338.80386612259633
06-0000025616,신방화,6518.641025641025,6320.307692307692,338.87407324462333
06-0000050013,등촌,10748.333333333334,10268.076923076924,339.15655914661386
06-0000013577,가양,20669.30769230769,20122.74358974359,339.20330664980304
06-0000052454,등촌,10748.333333333334,10268.076923076924,339.3750417080008
06-0000047713,마곡나루,21288.871794871797,20787.07692307692,339.3853538034337
06-0000041531,증미,6634.128205128205,6262.128205128205,339.6295109060725
06-0000047712,마곡나루,21288.871794871797,20787.07692307692,339.69537325457526
06-0000044802,신방화,6518.641025641025,6320.307692307692,339.74858406398414
06-0000045664,발산,19879.82051282051,20772.97435897436,339.81508012925815
06-0000037738,공항시장,2778.153846153846,2968.974358974359,339.8645959727554
06-0000045837,신방화,6518.641025641025,6320.307692307692,339.9969894368656
06-0000044388,발산,19879.82051282051,20772.97435897436,339.99931409691504
06-0000050666,신방화,6518.641025641025,6320.307692307692,340.6556325198856
06-0000037805,개화산,5385.2307692307695,5159.564102564103,340.7917069361866
06-0000035562,가양,20669.30769230769,20122.74358974359,340.8286559804665
06-0000000061,개화산,5385.2307692307695,5159.564102564103,340.8375932618875
06-0000019575,신방화,6518.641025641025,6320.307692307692,340.8418556298569
06-0000003591,가양,20669.30769230769,20122.74358974359,341.6146229508625
06-0000013040,개화산,5385.2307692307695,5159.564102564103,341.62748211517044
06-0000028538,우장산,13611.076923076924,13370.076923076924,341.69030368666523
06-0000030290,공항시장,2778.153846153846,2968.974358974359,341.9070423091047
06-0000027448,염창,16735.410256410258,16139.615384615385,342.39569046503107
06-0000050945,가양,20669.30769230769,20122.74358974359,342.5537691855452
06-0000012866,양천향교,8965.923076923076,9118.794871794871,342.7303836004405
06-0000013183,공항시장,2778.153846153846,2968.974358974359,342.8858342933091
06-0000013188,공항시장,2778.153846153846,2968.974358974359,343.14243117799185
06-0000045849,마곡나루,21288.871794871797,20787.07692307692,343.199919031963
06-0000013674,증미,6634.128205128205,6262.128205128205,343.5063449888209
06-0000033802,개화산,5385.2307692307695,5159.564102564103,343.6777520842551
06-0000003592,가양,20669.30769230769,20122.74358974359,343.80953580702027
06-0000041374,마곡,9872.205128205129,9996.28205128205,344.160009144185
06-0000044804,신방화,6518.641025641025,6320.307692307692,345.2088159317592
06-0000038973,송정,6145.179487179487,5809.076923076923,345.2929046559515
06-0000013163,증미,6634.128205128205,6262.128205128205,345.7320940279702
06-0000012098,우장산,13611.076923076924,13370.076923076924,345.8256253775658
06-0000013134,가양,20669.30769230769,20122.74358974359,345.89902337446307
06-0000011740,등촌,10748.333333333334,10268.076923076924,346.1847090365449
06-0000026104,양천향교,8965.923076923076,9118.794871794871,346.3078341500351
06-0000002880,까치산,27313.358974358973,26170.25641025641,346.4411444199614
06-0000013964,개화산,5385.2307692307695,5159.564102564103,346.5009029955354
06-0000013800,공항시장,2778.153846153846,2968.974358974359,346.593294356388
06-0000013635,개화산,5385.2307692307695,5159.564102564103,347.53384226822476
06-0000000037,김포공항,25718.53846153846,24021.153846153848,347.8345874692634
06-0000045858,마곡나루,21288.871794871797,20787.07692307692,347.8883584336937
06-0000003357,화곡,27246.28205128205,25422.128205128207,347.8887602846155
06-0000027832,증미,6634.128205128205,6262.128205128205,347.95053401564115
06-0000037739,공항시장,2778.153846153846,2968.974358974359,347.98460582985774
06-0000030297,공항시장,2778.153846153846,2968.974358974359,348.9428014746234
06-0000037818,개화산,5385.2307692307695,5159.564102564103,349.1736934885723
06-0000037772,개화산,5385.2307692307695,5159.564102564103,349.30889097316134
06-0000047711,마곡나루,21288.871794871797,20787.07692307692,349.3239148942469
06-0000027827,증미,6634.128205128205,6262.128205128205,349.60047903172875
06-0000013187,공항시장,2778.153846153846,2968.974358974359,349.7128306287126
06-0000037713,개화산,5385.2307692307695,5159.564102564103,349.80081906791236
06-0000049586,양천향교,8965.923076923076,9118.794871794871,350.180724558703
06-0000050009,가양,20669.30769230769,20122.74358974359,350.32473610422466
06-0000000057,개화산,5385.2307692307695,5159.564102564103,350.43046989677435
06-0000045665,발산,19879.82051282051,20772.97435897436,350.45841298185184
06-0000044683,공항시장,2778.153846153846,2968.974358974359,351.2378306884094
06-0000045687,신방화,6518.641025641025,6320.307692307692,351.27860536368127
06-0000027446,염창,16735.410256410258,16139.615384615385,351.54080257424647
06-0000047270,염창,16735.410256410258,16139.615384615385,351.90756703916674
06-0000019593,염창,16735.410256410258,16139.615384615385,352.8112721626315
06-0000050351,신방화,6518.641025641025,6320.307692307692,352.82662508338456
06-0000041927,화곡,27246.28205128205,25422.128205128207,352.94038656698854
06-0000013152,송정,6145.179487179487,5809.076923076923,353.0198044786127
06-0000049585,양천향교,8965.923076923076,9118.794871794871,353.1741745614235
06-0000019862,등촌,10748.333333333334,10268.076923076924,353.22119340716034
06-0000011747,염창,16735.410256410258,16139.615384615385,353.4670914164505
06-0000045850,마곡나루,21288.871794871797,20787.07692307692,353.51093364188205
06-0000013158,증미,6634.128205128205,6262.128205128205,353.64893434168124
06-0000050352,신방화,6518.641025641025,6320.307692307692,353.7020351410644
06-0000045851,마곡나루,21288.871794871797,20787.07692307692,353.99366661911415
06-0000027445,염창,16735.410256410258,16139.615384615385,354.08688634780367
06-0000037735,가양,20669.30769230769,20122.74358974359,354.11088618724375
06-0000052683,가양,20669.30769230769,20122.74358974359,354.2053116099728
06-0000013636,개화산,5385.2307692307695,5159.564102564103,354.45692881528953
06-0000033812,가양,20669.30769230769,20122.74358974359,354.5054320692447
06-0000045839,신방화,6518.641025641025,6320.307692307692,354.9209739380493
06-0000013444,양천향교,8965.923076923076,9118.794871794871,354.95658012487587
06-0000000055,개화산,5385.2307692307695,5159.564102564103,355.2629937949428
06-0000002976,증미,6634.128205128205,6262.128205128205,355.30741359358456
06-0000039362,개화산,5385.2307692307695,5159.564102564103,355.5285387701079
06-0000052684,가양,20669.30769230769,20122.74358974359,355.6255792930359
06-0000038567,개화산,5385.2307692307695,5159.564102564103,355.8168564151882
06-0000052141,마곡나루,21288.871794871797,20787.07692307692,355.9094471325716
06-0000014437,김포공항,25718.53846153846,24021.153846153848,356.05627481612686
06-0000051459,발산,19879.82051282051,20772.97435897436,356.0627039274273
06-0000013185,공항시장,2778.153846153846,2968.974358974359,356.35213337008145
06-0000013184,공항시장,2778.153846153846,2968.974358974359,356.5659657868658
06-0000028070,등촌,10748.333333333334,10268.076923076924,356.9550562407168
06-0000003593,가양,20669.30769230769,20122.74358974359,356.9669140032172
06-0000002878,까치산,27313.358974358973,26170.25641025641,357.20287504005967
06-0000037040,개화산,5385.2307692307695,5159.564102564103,357.50095564129805
06-0000045860,마곡나루,21288.871794871797,20787.07692307692,357.5339555284246
06-0000013093,증미,6634.128205128205,6262.128205128205,357.6827774877877
06-0000013159,증미,6634.128205128205,6262.128205128205,357.75508326388166
06-0000027834,증미,6634.128205128205,6262.128205128205,357.9601519982058
06-0000045715,발산,19879.82051282051,20772.97435897436,358.548456411866
06-0000045859,마곡나루,21288.871794871797,20787.07692307692,358.6631241067826
06-0000027788,신방화,6518.641025641025,6320.307692307692,359.22599550851055
06-0000037794,개화산,5385.2307692307695,5159.564102564103,359.2952328188922
06-0000045822,신방화,6518.641025641025,6320.307692307692,359.5627694259037
06-0000041928,화곡,27246.28205128205,25422.128205128207,359.9158547409184
06-0000013963,개화산,5385.2307692307695,5159.564102564103,360.3654494954081
06-0000040240,까치산,27313.358974358973,26170.25641025641,360.9323841105707
06-0000041267,마곡나루,21288.871794871797,20787.07692307692,361.0437589410143
06-0000013665,개화산,5385.2307692307695,5159.564102564103,361.24359410611817
06-0000013157,증미,6634.128205128205,6262.128205128205,361.4196130605634
06-0000013522,우장산,13611.076923076924,13370.076923076924,361.4512229777853
06-0000013094,증미,6634.128205128205,6262.128205128205,361.5574901495567
06-0000045337,양천향교,8965.923076923076,9118.794871794871,361.6900908540112
06-0000013443,양천향교,8965.923076923076,9118.794871794871,362.32899145706097
06-0000023176,등촌,10748.333333333334,10268.076923076924,362.69863766540453
06-0000027444,염창,16735.410256410258,16139.615384615385,362.77645716447597
06-0000041929,마곡나루,21288.871794871797,20787.07692307692,362.8496151456192
06-0000027833,증미,6634.128205128205,6262.128205128205,362.97603729767104
06-0000048566,우장산,13611.076923076924,13370.076923076924,363.4267220096083
06-0000013445,양천향교,8965.923076923076,9118.794871794871,363.7103334764977
06-0000025792,마곡나루,21288.871794871797,20787.07692307692,363.71729972935725
06-0000045852,마곡나루,21288.871794871797,20787.07692307692,364.1061927600729
06-0000003637,가양,20669.30769230769,20122.74358974359,364.60458655065656
06-0000050676,발산,19879.82051282051,20772.97435897436,364.8622664572341
06-0000036904,마곡나루,21288.871794871797,20787.07692307692,365.100521484826
06-0000045838,신방화,6518.641025641025,6320.307692307692,365.27397387936276
06-0000013156,송정,6145.179487179487,5809.076923076923,365.43669214156904
06-0000047272,염창,16735.410256410258,16139.615384615385,365.7494122065219
06-0000052682,가양,20669.30769230769,20122.74358974359,365.88575196887945
06-0000003349,우장산,13611.076923076924,13370.076923076924,365.97598399250325
06-0000041268,마곡나루,21288.871794871797,20787.07692307692,366.0091757623503
06-0000027787,신방화,6518.641025641025,6320.307692307692,366.0476432647867
06-0000029353,화곡,27246.28205128205,25422.128205128207,366.39130037826675
06-0000052139,마곡나루,21288.871794871797,20787.07692307692,366.8431840171225
06-0000024412,우장산,13611.076923076924,13370.076923076924,366.9673687598147
06-0000003239,염창,16735.410256410258,16139.615384615385,367.36704316339654
06-0000045857,마곡나루,21288.871794871797,20787.07692307692,367.39642567349097
06-0000013492,신방화,6518.641025641025,6320.307692307692,367.6362263520514
