crosswalk_id,lon,lat
06-0000000037,126.80369746104479,37.55963149115232
06-0000000042,126.80376035735328,37.55923734035589
06-0000014253,126.8037562430442,37.562501612316105
06-0000000055,126.80374537399004,37.57111910163445
06-0000013040,126.80376756565443,37.57263810931533
06-0000001712,126.803863257438,37.572890772488186
06-0000013041,126.80387828736455,37.57246355106645
06-0000014023,126.803901691484,37.56717650443039
06-0000014046,126.80393183495316,37.56353496132153
06-0000000041,126.80397858213124,37.55940156591867
06-0000037772,126.80413588300578,37.569783667974356
06-0000037818,126.80413829562895,37.56978085925764
06-0000037805,126.80416162480742,37.56996534452094
06-0000037771,126.80416634132092,37.57001276068078
06-0000037819,126.80416640239321,37.570015983940074
06-0000000057,126.8041731850074,37.569649678992135
06-0000000061,126.80421829061956,37.569801591602406
06-0000014250,126.8043070445993,37.56115099622738
06-0000014027,126.80429556045964,37.56706926604578
06-0000003614,126.80429265968205,37.571080425789326
06-0000012408,126.80455104198091,37.570481389829155
06-0000014246,126.80478738241024,37.558016549336074
06-0000046525,126.80478037673413,37.561644728788345
06-0000026278,126.80488644996893,37.56774958356557
06-0000002634,126.80491784826263,37.55827751275979
06-0000037770,126.80489367123974,37.567757771160814
06-0000014251,126.80496119698452,37.560936707005936
06-0000012938,126.80489801823656,37.592236954342944
06-0000024272,126.80503537427576,37.57266164611345
06-0000015755,126.80507258570715,37.567569032492216
06-0000050952,126.80510570636595,37.572684394488505
06-0000014047,126.80525716589442,37.56470517138436
06-0000013963,126.8053953156922,37.567614103422066
06-0000024273,126.8054308773058,37.57248707201006
06-0000013042,126.80545752382969,37.572662369604174
06-0000013964,126.80549048907491,37.567768137529185
06-0000015756,126.80556810316445,37.564701406725185
06-0000031628,126.80566670458263,37.571967767859284
06-0000020801,126.80569187110905,37.56696756464247
06-0000027388,126.80573097981548,37.57266947995026
06-0000039032,126.80583094797964,37.57197464332253
06-0000003143,126.80589628110864,37.57258752455673
06-0000037730,126.80591452441378,37.5725915362116
06-0000027394,126.80592770894049,37.572025220221256
06-0000014042,126.80596982929413,37.56604402606372
06-0000027395,126.806069595101,37.571923034501815
06-0000014043,126.80624440595136,37.564515041201545
06-0000027389,126.80648858803195,37.57273806437134
06-0000002366,126.80650184342907,37.57202498427132
06-0000014044,126.80657562434273,37.56418476967213
06-0000014247,126.80659393459169,37.55873788848809
06-0000003145,126.8066516661838,37.562104089680254
06-0000014249,126.80687945832571,37.55917914517632
06-0000014045,126.806886054195,37.56326042689216
06-0000037813,126.80693212387699,37.56199927905453
06-0000037742,126.80693625124184,37.56198822130533
06-0000013805,126.80693775105831,37.56151699690953
06-0000037745,126.80703605126236,37.56150833885829
06-0000013798,126.80705236470921,37.561948444695
06-0000029139,126.8070672130517,37.56198796497959
06-0000037769,126.80707109678212,37.561973125157024
06-0000037741,126.80707993242572,37.56196968409336
06-0000027390,126.8071293785042,37.57280349550363
06-0000013797,126.80717725054359,37.56227687074576
06-0000037743,126.80718622238672,37.562046165445
06-0000037812,126.80719499456457,37.56195886737768
06-0000013802,126.80723721579784,37.56153392299391
06-0000025945,126.80722162689956,37.572730820288456
06-0000002368,126.80723154829398,37.57210838288064
06-0000037727,126.80724021419424,37.57273943409021
06-0000037744,126.80729696618273,37.56152353448741
06-0000037213,126.8073386410845,37.567720506659825
06-0000029140,126.80739792023572,37.561741833236866
06-0000013799,126.80742088957727,37.561689219459055
06-0000027397,126.80740407994604,37.571463237427785
06-0000003140,126.80740350134475,37.57266237026069
06-0000037220,126.8074270565503,37.57007567695587
06-0000002370,126.8074550214739,37.57194137151711
06-0000013965,126.8074681845908,37.56779422624785
06-0000003582,126.80746758021091,37.57087337434636
06-0000022976,126.8074713381974,37.57020695962983
06-0000022975,126.8074824822715,37.569997202730406
06-0000037222,126.80748206163427,37.5709059924442
06-0000022974,126.80750557830078,37.56951192244927
06-0000013801,126.80754330667587,37.56147425519508
06-0000027393,126.80751729232142,37.572225320086496
06-0000027396,126.8075211886408,37.57162890870821
06-0000050357,126.80753931459522,37.57162556645224
06-0000003583,126.80754777541347,37.57079466331713
06-0000037221,126.80756561522598,37.57010444159975
06-0000003137,126.80757007004513,37.572780520322056
06-0000037218,126.80760247668492,37.569293111213156
06-0000037725,126.80759618422569,37.57279017796103
06-0000037214,126.8076140914306,37.567880238550174
06-0000037217,126.80761301394341,37.568700365031255
06-0000037215,126.80761647788952,37.568492140432966
06-0000037219,126.8076506513695,37.56936555944166
06-0000037216,126.80766597988956,37.56859608118353
06-0000013800,126.80776622937859,37.561869546497135
06-0000030297,126.80779298521892,37.561665263011015
06-0000037739,126.80780317225799,37.56166211196335
06-0000033803,126.8077932784293,37.567705338255095
06-0000037738,126.80782552078271,37.56189356293311
06-0000027391,126.80793841913916,37.57292048920362
06-0000027392,126.80801540218329,37.57276172527885
06-0000013062,126.80804780129965,37.56184237699941
06-0000029141,126.80805305353263,37.56184503555557
06-0000033802,126.8080624563258,37.567721315996145
06-0000037737,126.80808622923321,37.56183504726222
06-0000052819,126.80830102022163,37.57080707542696
06-0000013061,126.80838121907324,37.56187121260665
06-0000013665,126.80863461589105,37.57697578740442
06-0000013056,126.80872839894494,37.55813551554133
06-0000037820,126.80882085713628,37.54251111279292
06-0000015739,126.80875562661964,37.57704680710317
06-0000050355,126.80879776561724,37.57163404053071
06-0000037823,126.80888594861193,37.54240350295561
06-0000050358,126.80883949967657,37.571222834168786
06-0000013664,126.80885714002042,37.57623895816928
06-0000050356,126.80887630485071,37.57168294495198
06-0000037821,126.80896323972871,37.54247895831866
06-0000013063,126.8089218258519,37.56241643292474
06-0000038059,126.80893197349705,37.56241490543828
06-0000029142,126.80893355494626,37.56241646662539
06-0000039362,126.80896488923835,37.57644263872261
06-0000038567,126.80897458010391,37.576433984319145
06-0000037822,126.80906748532007,37.542506512757356
06-0000034378,126.80903357112076,37.57307449532146
06-0000033801,126.80914912670505,37.56789581682922
06-0000048346,126.80918816808321,37.57294329919701
06-0000024638,126.80925031382276,37.567794591533776
06-0000013342,126.80946767875692,37.56280438760813
06-0000038060,126.80947406673373,37.562801538790985
06-0000013663,126.80957429656613,37.576249055730884
06-0000013057,126.80980069595232,37.561286369329906
06-0000013155,126.80985707943493,37.55716529115743
06-0000013060,126.80995304982832,37.56161258323851
06-0000013635,126.80993509966116,37.573158988361946
06-0000037713,126.8099553500098,37.57316297162158
06-0000013636,126.80998700734699,37.5732845338562
06-0000038699,126.81002877961208,37.561373692255394
06-0000013058,126.81004276311137,37.56008061321332
06-0000038700,126.81005258061062,37.5615276006529
06-0000028076,126.81009760884471,37.562017342178066
06-0000013156,126.81013219696496,37.55695920931432
06-0000038061,126.81012912432834,37.56342783744904
06-0000048354,126.81019418303649,37.561333930400494
06-0000028075,126.81020435461357,37.56246038439495
06-0000022106,126.81024182261677,37.5624050581562
06-0000024649,126.81028210383221,37.55932036893236
06-0000013638,126.81026010047694,37.573100499666964
06-0000013637,126.81026806448546,37.57335550666605
06-0000028074,126.81033564011007,37.562680990128
06-0000038062,126.81038531032092,37.56364234903964
06-0000013343,126.81038989596443,37.56350319223522
06-0000028073,126.81047247109501,37.56307386084271
06-0000038063,126.81053178576666,37.56364713751281
06-0000038064,126.81054093399507,37.56352924261903
06-0000013059,126.81062787419178,37.558806882626854
06-0000013662,126.81057931570531,37.57923666763756
06-0000038065,126.81066395402084,37.563604731854966
06-0000052690,126.81067948353788,37.57927743573254
06-0000052689,126.81069814321422,37.57931322380584
06-0000013660,126.8107072126513,37.57934953522004
06-0000039202,126.81077099252579,37.56131513561135
06-0000039301,126.81077522897068,37.5613149297802
06-0000039264,126.81077595408158,37.56131465977249
06-0000013639,126.81075709671764,37.57316555750805
06-0000048358,126.81079681827265,37.561470584170216
06-0000013661,126.81081642128859,37.57923363440007
06-0000038066,126.81106973799541,37.563963256818354
06-0000013344,126.8112354195794,37.56437728508287
06-0000038067,126.81124296824561,37.564372500765366
06-0000013666,126.81121033456249,37.580669023727005
06-0000013642,126.8112501412875,37.57332716989929
06-0000013643,126.81130003428602,37.57353913969533
06-0000015738,126.81130966321892,37.576208259776394
06-0000013960,126.811320396199,37.57233015228539
06-0000013644,126.81135273087305,37.57364575604257
06-0000020800,126.8113603662524,37.57243123803777
06-0000038068,126.81145569158579,37.56487263104457
06-0000013640,126.81143587059908,37.57321126309893
06-0000045428,126.81145136485941,37.57424273998765
06-0000013645,126.81146137886346,37.57367473080199
06-0000013650,126.81146568156365,37.576306163171466
06-0000045430,126.81147334306291,37.57441318609757
06-0000013959,126.8114987213058,37.5723497730292
06-0000015751,126.81151770738316,37.57177256286114
06-0000045224,126.8115574066888,37.57430041113452
06-0000013648,126.81156112158592,37.57520926999886
06-0000045476,126.81159758604024,37.56487491731855
06-0000045431,126.81160555950031,37.56488756798953
06-0000013957,126.81159880581262,37.570780267793296
06-0000013154,126.81163693666257,37.55585615811221
06-0000013949,126.81161491862636,37.567808177936776
06-0000037704,126.81162170504903,37.57357306588706
06-0000013641,126.81163510923449,37.57346345221145
06-0000013646,126.81164689609844,37.57510863697454
06-0000037705,126.8116579661933,37.57340105394327
06-0000045429,126.81166822940277,37.57439791135069
06-0000038069,126.81169572493836,37.56555258162261
06-0000013947,126.81169049355431,37.569278370313505
06-0000013958,126.8116901375597,37.57180652217928
06-0000003049,126.81173732930695,37.56761436260811
06-0000013948,126.81173662219645,37.56798208861247
06-0000026758,126.81171468040537,37.576968823111145
06-0000013649,126.8117216012248,37.57530088696018
06-0000051949,126.81171262567324,37.57892864397984
06-0000050674,126.81174251521999,37.58165064036488
06-0000013153,126.81180458155909,37.5573024158769
06-0000045427,126.811795875511,37.56657153880069
06-0000048580,126.81178389151684,37.577110746528994
06-0000030290,126.81181923385338,37.56849119713052
06-0000013341,126.81182677286101,37.56570920587362
06-0000013647,126.81181304528832,37.57520497724272
06-0000038074,126.811840584305,37.56571705178675
06-0000013954,126.81194915541808,37.571422635232025
06-0000013659,126.81197639714031,37.57765051716157
06-0000046600,126.81207334803413,37.545565642593296
06-0000038970,126.81205532790787,37.556751704691294
06-0000011834,126.8120993612358,37.54563788223361
06-0000013651,126.81203771157251,37.576183869272725
06-0000023068,126.8120571414696,37.5713836406108
06-0000015659,126.81212377041278,37.54545334994984
06-0000036058,126.81212711347031,37.54567160807355
06-0000036838,126.81205213459174,37.5761854503468
06-0000036057,126.81213865023408,37.5454474699506
06-0000038971,126.81212867351641,37.556512167385904
06-0000038969,126.812164074471,37.55682928633761
06-0000013151,126.8121789590161,37.55521032252248
06-0000013652,126.81216490786406,37.576064009124366
06-0000012411,126.81222698356846,37.55252337701761
06-0000048568,126.8121749604274,37.57812482281553
06-0000036837,126.81218651678743,37.576063804889436
06-0000039268,126.81223629368894,37.56105117936129
06-0000038972,126.81226542973977,37.556525979177664
06-0000038361,126.8122208710096,37.57618909760031
06-0000013152,126.81227862503195,37.55612608961975
06-0000022107,126.81231354518664,37.545729862221336
06-0000038360,126.81224776476739,37.576186043211116
06-0000038973,126.8123234098892,37.556248380750496
06-0000013654,126.81230390751014,37.57629500142074
06-0000036835,126.81232456157407,37.57630097065579
06-0000013657,126.81232437963163,37.57884529288936
06-0000037734,126.81239743182456,37.56135830149385
06-0000013345,126.81240462822795,37.56602807963282
06-0000013150,126.81245535169704,37.55530987002624
06-0000013656,126.8124064988739,37.578731488361456
06-0000013653,126.81241712178728,37.576188058095106
06-0000036836,126.81241896707546,37.57620112727089
06-0000013655,126.81256043072024,37.578802323348185
06-0000013658,126.81258518772668,37.57706822288707
06-0000013953,126.81262185699025,37.57036845469328
06-0000013183,126.81264518438677,37.56768915737893
06-0000038810,126.81261934712826,37.58148834789258
06-0000034380,126.81269825450792,37.57357508473344
06-0000034379,126.81270475146148,37.573412037777814
06-0000013188,126.81274705749088,37.5675471195252
06-0000013187,126.81275298505248,37.567670368370976
06-0000013185,126.81276030277323,37.56779162713667
06-0000044683,126.81277319590721,37.56767113408071
06-0000013951,126.81281283653006,37.5686780845474
06-0000013952,126.8128530755489,37.569541934502475
06-0000013184,126.8128630369246,37.56764295560706
06-0000027846,126.81291704108955,37.57510753549293
06-0000035677,126.81303398644886,37.56096883875475
06-0000013544,126.81304712068493,37.578670140610974
06-0000013479,126.81314633453758,37.57617650215079
06-0000013541,126.81314447703372,37.578516806353996
06-0000048609,126.81320067801737,37.57863573513913
06-0000034381,126.81321493020151,37.57339908622555
06-0000048608,126.8132047767582,37.57863297579804
06-0000013543,126.8132211176236,37.57872768533979
06-0000013480,126.8132735680522,37.576263118693795
06-0000013532,126.81329631251535,37.58112191212333
06-0000013542,126.81333852727154,37.578603443608756
06-0000027849,126.8133865607996,37.57609853993539
06-0000040292,126.81338659875726,37.576925799132695
06-0000013085,126.81353058449469,37.561070128241575
06-0000013477,126.81349599902993,37.57726765134597
06-0000039302,126.8135544915892,37.56107843153827
06-0000013540,126.81368671466171,37.57990382945482
06-0000013538,126.81376203723197,37.58009580791477
06-0000038811,126.81380273560914,37.58087952105982
06-0000013499,126.81383111781506,37.57344984488166
06-0000013550,126.8138380164274,37.578491283286425
06-0000027848,126.8138485646181,37.5750765050052
06-0000013539,126.81384328163792,37.579997655602796
06-0000013481,126.81389857734464,37.57616987682663
06-0000020765,126.81391544464205,37.578367206981724
06-0000050670,126.81393426606708,37.580273469862256
06-0000015732,126.81395988776444,37.57352511540685
06-0000013547,126.81399420250074,37.57853348496312
06-0000015735,126.81404238577248,37.57844899863645
06-0000027850,126.81405818651828,37.576093496970465
06-0000013117,126.81423816907876,37.550888708258796
06-0000034382,126.81425888061872,37.57336842094917
06-0000050669,126.81447922538055,37.58005364754443
06-0000033800,126.81453183600624,37.579894819402966
06-0000027851,126.81496359183541,37.57623933930678
06-0000012969,126.81502513923613,37.567537790267785
06-0000012971,126.81515356230759,37.56742023423564
06-0000013121,126.81542763766652,37.54995105353755
06-0000038496,126.81544423184765,37.57340331253422
06-0000013495,126.81545744622557,37.573392238673726
06-0000013494,126.8155647227762,37.57330249750496
06-0000013496,126.815580267338,37.57346751809109
06-0000027852,126.81608885230725,37.57607736850915
06-0000013122,126.81616766012456,37.54935094170239
06-0000023871,126.81616866547509,37.55250144188749
06-0000024504,126.81616321958505,37.556387787891005
06-0000036059,126.81618568988644,37.54896115146842
06-0000023873,126.81618506596605,37.55229197901424
06-0000036060,126.81620604480669,37.54933793270555
06-0000013102,126.81621067722477,37.55491564361978
06-0000013124,126.81622708695049,37.549091097288425
06-0000023874,126.81622662763505,37.5519922979938
06-0000019874,126.81621195277168,37.561038502009495
06-0000042147,126.8162620459568,37.542079458736154
06-0000042148,126.81626786174786,37.542526517682575
06-0000013123,126.81625331050337,37.54949318424743
06-0000042141,126.81627682436844,37.54533949011988
06-0000047920,126.81625118768338,37.56067719853962
06-0000042142,126.81629635421024,37.54421757528966
06-0000039272,126.81626438543958,37.560678405999
06-0000039303,126.81626736668336,37.560850705355975
06-0000031760,126.81622609133257,37.58174075377457
06-0000019873,126.81629121102114,37.56084353295935
06-0000027785,126.81629167550872,37.56133269152914
06-0000042140,126.81632464353537,37.5480096060636
06-0000027788,126.81630497180056,37.562163645175616
06-0000019869,126.81630641130829,37.56176773519556
06-0000012975,126.81631067649094,37.562830925544944
06-0000029733,126.8163004859399,37.56754591839556
06-0000027789,126.81632324157616,37.56339430484078
06-0000013104,126.81637137408251,37.55630786682065
06-0000012974,126.81635248203592,37.565119050876326
06-0000027792,126.81636170372244,37.56460087664133
06-0000024363,126.81642678853036,37.555035298276636
06-0000013491,126.81640266800484,37.57335875869241
06-0000024372,126.81645487660792,37.55233761243645
06-0000036910,126.81640874109951,37.573355485293106
06-0000038976,126.81643180033574,37.56835783683485
06-0000011612,126.81643322809515,37.568784726947115
06-0000038977,126.81643714882121,37.568182711916016
06-0000011609,126.81644228447331,37.56946778248028
06-0000044936,126.81648553920236,37.5538621519424
06-0000025616,126.81643995094456,37.57261049284401
06-0000045844,126.81648761015795,37.55390388967275
06-0000025865,126.81649817678141,37.55123431626377
06-0000011608,126.81646389377038,37.569912646510026
06-0000015648,126.8164618498206,37.57157414134797
06-0000019875,126.816487900754,37.56100120912714
06-0000013090,126.81649516196188,37.562724540509656
06-0000013488,126.8164939710762,37.576149236452025
06-0000042139,126.816570952261,37.54879383202197
06-0000012973,126.81654221540344,37.56525215664017
06-0000030344,126.81656456030016,37.5742484864012
06-0000024490,126.81663322968336,37.55645864903753
06-0000025866,126.81664453807066,37.55264832937679
06-0000012972,126.81661129858361,37.56687133296917
06-0000011613,126.81660972583515,37.56771010577532
06-0000042146,126.81667371686012,37.54191550871288
06-0000029734,126.81661357239143,37.56732712557639
06-0000042145,126.81667629116764,37.54205921111501
06-0000011610,126.816613072345,37.56907397126048
06-0000042144,126.81668076055284,37.542343525913694
06-0000050375,126.81665569513208,37.55266451634027
06-0000030696,126.81659690060421,37.57701404446635
06-0000015713,126.8166559617561,37.5549403882884
06-0000011605,126.8166308663602,37.57098411708189
06-0000003232,126.8166881694281,37.55142450057048
06-0000013125,126.81669969141822,37.54904779281629
06-0000013492,126.81666383067923,37.573048231551844
06-0000019870,126.81669223472791,37.5615099053296
06-0000027786,126.81669590722248,37.561973001599924
06-0000027791,126.81669834423506,37.564561625523964
06-0000049318,126.81674803955109,37.54640282546535
06-0000019871,126.81671760300405,37.56098280048569
06-0000041457,126.81672248605759,37.560665814532754
06-0000039034,126.81672242855736,37.56084522126919
06-0000042143,126.81676578553915,37.54523328278697
06-0000040238,126.81672957801037,37.57310668790915
06-0000045464,126.81675080096501,37.56504454173585
06-0000019294,126.81673503469898,37.5735085283157
06-0000045826,126.81676836919183,37.56305491162639
06-0000031761,126.81672240509512,37.58214048211809
06-0000031759,126.81673013013572,37.58135183859971
06-0000041697,126.8167890343356,37.565071778968246
06-0000013484,126.81677781141899,37.576005517175716
06-0000011606,126.81679072338491,37.57091048772522
06-0000027429,126.81679187914068,37.57067922971212
06-0000013487,126.81677995572664,37.57630527604999
06-0000011607,126.81679681130777,37.571538648973934
06-0000024362,126.8168460891582,37.55324562657211
06-0000045685,126.81681837880384,37.56659530478285
06-0000027424,126.81683545605438,37.568965915079175
06-0000023876,126.81689245448702,37.55125184858385
06-0000024357,126.81690578633612,37.55258490703435
06-0000011611,126.81686882506183,37.569058219610426
06-0000019575,126.8168730356822,37.572626920628856
06-0000045813,126.8169182777642,37.55639828702178
06-0000023877,126.81694112579042,37.55144549841411
06-0000019872,126.816923005262,37.56089577913372
06-0000013099,126.8169560419618,37.555009070147314
06-0000013100,126.81696031045868,37.55488381760879
06-0000036909,126.8169459837713,37.57334671169357
06-0000050011,126.8169710482193,37.56903134830333
06-0000040403,126.81702138377108,37.55169598982789
06-0000030342,126.81697073647804,37.57334293760717
06-0000044814,126.81699205037916,37.56750267476707
06-0000030343,126.81698201661243,37.57356059117475
06-0000013483,126.81698797784088,37.57542309092399
06-0000013489,126.81699133130164,37.57681658742096
06-0000013098,126.81706224417343,37.5549590908982
06-0000013486,126.8170807143805,37.57614932599514
06-0000041098,126.81710196036535,37.577821623101386
06-0000045831,126.8171335657405,37.56915555950593
06-0000045833,126.81717600755744,37.569236515871395
06-0000026765,126.81725407932406,37.57323037784942
06-0000013096,126.81729415862341,37.56095766355361
06-0000045832,126.81728672339744,37.56922623017664
06-0000031758,126.81727077710795,37.58174272383511
06-0000045684,126.81731301580065,37.566629335009154
06-0000045825,126.81734391182108,37.5630578280434
06-0000013490,126.8173383871043,37.57678776937893
06-0000023325,126.81744295351463,37.55268385090928
06-0000026764,126.81760922297023,37.57326674951052
06-0000013088,126.81769415336711,37.56053125444292
06-0000045683,126.81768373508964,37.56650994785446
06-0000013087,126.81772634863691,37.56070563703585
06-0000045824,126.81776560484792,37.56290405031085
06-0000045682,126.8177909636198,37.566416072065074
06-0000027787,126.81781266890656,37.56242432885817
06-0000041700,126.81783894383743,37.56507657650772
06-0000023323,126.81792877782114,37.55230467507688
06-0000012525,126.81794660271929,37.56039934114776
06-0000041698,126.8179830518182,37.56499803341318
06-0000013525,126.81796414994072,37.573356436622156
06-0000045823,126.81799893080778,37.56304656734899
06-0000036908,126.81798331471752,37.57337145347967
06-0000013510,126.81799711697006,37.576069920530465
06-0000021928,126.81809113769305,37.5510492389879
06-0000024368,126.8180875840106,37.553350104239726
06-0000013507,126.81803656000572,37.57658564568244
06-0000023324,126.81810343369021,37.55232794262066
06-0000045835,126.8181115061028,37.56959083263875
06-0000013526,126.818105628782,37.57348663501221
06-0000024370,126.81815691538851,37.55259475672858
06-0000013167,126.81815946063492,37.55368728561599
06-0000026149,126.81811026823999,37.57669232890084
06-0000041699,126.81813871995665,37.56504906695064
06-0000045649,126.81812021998545,37.57351622389664
06-0000012524,126.81818611613576,37.56074872745425
06-0000045822,126.81820007922904,37.5628419919413
06-0000013509,126.81817765894141,37.57612186873454
06-0000024369,126.81823510492927,37.55330796884843
06-0000013508,126.81818563963341,37.57649092952565
06-0000045834,126.81821360147059,37.56957055247726
06-0000045811,126.818247236793,37.5566621232329
06-0000045842,126.81822694067577,37.570964985759566
06-0000051648,126.81823419607224,37.570939247853495
06-0000044797,126.81824202520585,37.56897680871359
06-0000024371,126.81829244573065,37.55265376763672
06-0000044796,126.81826577573568,37.56910568794202
06-0000045836,126.81827314696008,37.56964410466078
06-0000013178,126.8183290770112,37.55498091338546
06-0000045812,126.81835343044378,37.55676630129393
06-0000013161,126.81837426927194,37.556144553343074
06-0000028876,126.81837923142832,37.55655040840431
06-0000044798,126.81836547628528,37.56904591362957
06-0000013174,126.81841492404608,37.55515701683765
06-0000013176,126.81848300598291,37.554937591301005
06-0000045810,126.81849078355698,37.55668194783309
06-0000047701,126.81867625152871,37.551664380672406
06-0000049979,126.81869094162093,37.550238886870055
06-0000045806,126.81871636708742,37.55884552696901
06-0000045841,126.8187211918959,37.57077725092541
06-0000038968,126.81879925838922,37.554623350618094
06-0000038967,126.81879928617431,37.55470454407636
06-0000045807,126.81879017436272,37.55874499815953
06-0000045808,126.81885143062279,37.55891884702308
06-0000045821,126.81885512199402,37.56274984053521
06-0000038966,126.81890362849786,37.554705071161045
06-0000045840,126.81888372358101,37.57068761527115
06-0000050667,126.81890685499052,37.5706696523277
06-0000045805,126.81896206474241,37.55883313045469
06-0000045681,126.81896696522148,37.56642548334084
06-0000013785,126.8189272825747,37.58416500253107
06-0000028786,126.81901939033536,37.54993827237431
06-0000044812,126.81898897337312,37.56741036715208
06-0000013170,126.81903970285593,37.55448471010219
06-0000044813,126.81901491519837,37.56689671592649
06-0000045820,126.81905572429524,37.5626278126281
06-0000023878,126.81910436718194,37.55025420934157
06-0000013512,126.81905264092522,37.575892389515545
06-0000025963,126.81904264621798,37.584211844504814
06-0000044799,126.81908736721941,37.5690289003294
06-0000052718,126.81911078345871,37.56641087198789
06-0000052719,126.81911075894823,37.566421008141866
06-0000045679,126.8191168112245,37.56629569669168
06-0000013055,126.81910359408072,37.57799915048849
06-0000045680,126.81913429601255,37.56653311060247
06-0000013511,126.81915370590313,37.575813650201056
06-0000044811,126.81917475103813,37.56722990030936
06-0000013054,126.81914934653736,37.57806058676885
06-0000044809,126.81918922599978,37.56757285225725
06-0000045828,126.81923520000284,37.56512523898663
06-0000052717,126.81924054990203,37.566430780003046
06-0000045837,126.81923713210935,37.570117187584145
06-0000044808,126.81924787747164,37.56810078532996
06-0000050666,126.81925068771723,37.570098054710286
06-0000013506,126.81924166699704,37.57739944046014
06-0000013168,126.81929807736822,37.55443242356251
06-0000044806,126.81926483458187,37.56831175813178
06-0000045686,126.81926863837369,37.56960783764717
06-0000045678,126.8192954009639,37.56527701725242
06-0000044800,126.81929261409864,37.56884705578191
06-0000013169,126.81932902688379,37.554580035671776
06-0000044801,126.81932145237124,37.569199714952134
06-0000013053,126.81931897605995,37.578757102608215
06-0000044803,126.81934891202299,37.56951646764001
06-0000045839,126.81935505429355,37.57022437274811
06-0000050351,126.81935894034346,37.57015028416085
06-0000044805,126.81936091815956,37.56966768740204
06-0000044807,126.81936766680764,37.568197553925046
06-0000044810,126.81937399776834,37.56738858550728
06-0000050352,126.81936778658407,37.570150895389226
06-0000045687,126.81936798569332,37.57007577453938
06-0000044804,126.81944817850037,37.56959721014708
06-0000045838,126.81946866387185,37.57020587552112
06-0000044802,126.81952387171584,37.56901748928592
06-0000019572,126.8195218291654,37.573205202755716
06-0000013049,126.81954243946406,37.58224139233445
06-0000045677,126.8196011648049,37.56491793480185
06-0000013052,126.81958131045572,37.57893615096271
06-0000013050,126.81962404297344,37.58046857885864
06-0000038763,126.81974109211536,37.54946786817254
06-0000027427,126.81970476488537,37.57041269075352
06-0000028791,126.81976179233163,37.549457027508545
06-0000027110,126.819693280371,37.57895630080885
06-0000040549,126.8197482821844,37.55683136511391
06-0000038984,126.81978152638555,37.549456993959524
06-0000023896,126.81980986554552,37.548650408639176
06-0000024550,126.81979675755429,37.554799683597714
06-0000038073,126.81976314629814,37.579821892098174
06-0000013514,126.81983320805536,37.5758867820949
06-0000023895,126.81992754508694,37.54873703647475
06-0000040500,126.81996168856665,37.55671649067782
06-0000026763,126.8199326220172,37.576092471059276
06-0000024501,126.81998376042245,37.556961700904466
06-0000025965,126.81992725523924,37.58475712537955
06-0000013513,126.8200164761522,37.575805321975295
06-0000011275,126.82012610552124,37.54903431826097
06-0000040499,126.82014875150504,37.55532529252493
06-0000044394,126.8201547508992,37.555151562629035
06-0000045804,126.82015156567977,37.55870183184803
06-0000028795,126.82027859099352,37.548690829398716
06-0000045657,126.82025889828941,37.558594301212615
06-0000028799,126.8202862445862,37.548855072433795
06-0000028793,126.82031653048844,37.54986986125919
06-0000045656,126.8203038481299,37.55878177071885
06-0000041170,126.8203050557608,37.56011330153851
