lat,lon,불법주정차_단속수,불법주정차_다발여부
37.5651111,126.85548370000001,93,1
37.5700489,126.8432993,56,1
37.5617187,126.85864369999999,242,1
37.561268299999995,126.8602465,33,1
37.5610253,126.86055359999999,32,1
37.560858700000004,126.8603739,93,1
37.5698654,126.849232,60,1
37.5663665,126.85226840000001,24,1
37.540237299999994,126.83384769999999,61,1
37.540175899999994,126.8342006,25,1
37.54125379999999,126.83815890000001,61,1
37.54107929999999,126.84084340000001,979,2
37.5409162,126.8416652,39,1
37.545530299999996,126.844424,25,1
37.5478767,126.8467314,25,1
37.548869399999994,126.84515829999998,35,1
37.5509485,126.8485152,47,1
37.5512466,126.84876969999999,33,1
37.5508377,126.8498115,1436,2
37.5513622,126.85027990000002,29,1
37.5520631,126.84952679999999,24,1
37.553822,126.8506541,207,1
37.5536241,126.8514188,25,1
37.554137100000005,126.85173119999999,33,1
37.5305126,126.84448490000001,92,1
37.5544686,126.8520057,27,1
37.533623299999995,126.84121680000001,142,1
37.5569117,126.8522274,36,1
37.5567455,126.85339679999998,38,1
37.5586315,126.85443190000001,5040,2
37.559882,126.8553509,1952,2
37.5614974,126.85505570000001,41,1
37.5443631,126.8315655,1440,2
37.540163,126.83438400000001,39,1
37.5404298,126.8339918,48,1
37.53945220000001,126.83603970000001,73,1
37.5478235,126.8477496,158,1
37.539607399999994,126.8366682,33,1
37.538433399999995,126.8365846,31,1
37.5443957,126.83650549999999,24,1
37.530314600000004,126.8409562,38,1
37.542109,126.837998,25,1
37.54011129999999,126.840726,105,1
37.5344355,126.8441122,25,1
37.5435904,126.83918179999999,44,1
37.5450058,126.8421709,25,1
37.544330200000005,126.8419439,26,1
37.544369399999994,126.8421787,48,1
37.545266399999996,126.84112490000001,37,1
37.544194,126.8417446,75,1
37.5443578,126.84044070000002,57,1
37.5443321,126.8402114,37,1
37.5442611,126.83922460000001,30,1
37.5442554,126.83900179999999,78,1
37.545069,126.83790729999998,95,1
37.5469258,126.8432344,50,1
37.546704,126.8459483,84,1
37.5482291,126.8438165,40,1
37.547895000000004,126.8475946,24,1
37.55000870000001,126.8490615,50,1
37.549795,126.8496963,24,1
37.551002200000006,126.8475105,48,1
37.550531899999996,126.84801570000002,24,1
37.551950899999994,126.844844,31,1
37.550816999999995,126.84676529999999,44,1
37.549603499999996,126.8462227,24,1
37.5509263,126.83462879999999,29,1
37.550907099999996,126.85695829999999,27,1
37.5510187,126.85740249999999,30,1
37.552902,126.85231259999999,24,1
37.5526536,126.8524341,27,1
37.5543189,126.8483424,27,1
37.558082500000005,126.8475497,30,1
37.558166,126.8469712,110,1
37.5585486,126.84739990000001,29,1
37.557173299999995,126.85161219999999,145,1
37.558840999999994,126.8479014,57,1
37.55712570000001,126.85394779999999,25,1
37.557095600000004,126.85409879999999,24,1
37.556250399999996,126.85632530000001,123,1
37.557010999999996,126.8542959,103,1
37.557258399999995,126.85472109999999,74,1
37.55726920000001,126.855177,36,1
37.5562074,126.855792,81,1
37.5557665,126.85715459999999,34,1
37.5557797,126.85768629999998,130,1
37.55526079999999,126.85815259999998,26,1
37.555450799999996,126.8597274,35,1
37.55536729999999,126.85985320000002,32,1
37.555262799999994,126.8600426,41,1
37.556121399999995,126.85723290000001,41,1
37.557008200000006,126.8593075,3782,2
37.5560829,126.8618365,25,1
37.55939420000001,126.85540590000001,49,1
37.5594659,126.85620049999999,495,1
37.559422,126.856148,1132,2
37.559889399999996,126.8534143,28,1
37.5670826,126.8466006,24,1
