lat,lon,불법주정차_단속수,불법주정차_다발여부
37.5321217,126.84251370000001,104,1
37.528842600000004,126.84356709999999,29,1
37.5288174,126.84315790000001,37,1
37.5295474,126.84700729999999,154,1
37.5298278,126.84688600000001,130,1
37.52972379999999,126.847218,81,1
37.5295422,126.8472502,101,1
37.529494799999995,126.84701559999999,50,1
37.529375200000004,126.8470344,31,1
37.5301357,126.8466754,30,1
37.532635,126.84832050000001,41,1
37.5327032,126.85245590000001,581,1
37.5322442,126.8539915,36,1
37.53243870000001,126.85574109999999,35,1
37.5323,126.85640740000001,55,1
37.531287799999994,126.8514458,26,1
37.5336456,126.85300490000002,32,1
37.5344794,126.8529913,31,1
37.5352586,126.8518716,57,1
37.5335191,126.8549156,27,1
37.5308908,126.85379950000001,36,1
37.53270870000001,126.85467050000001,35,1
37.5336075,126.85501609999999,25,1
37.536384999999996,126.85358529999999,45,1
37.5322065,126.85735690000001,45,1
37.534006,126.8573679,24,1
37.532956799999994,126.85779009999999,26,1
37.533469700000005,126.8576318,26,1
37.5337085,126.8570738,31,1
37.531002,126.857932,33,1
37.532473700000004,126.8591767,24,1
37.5323445,126.8584885,35,1
37.53863079999999,126.84010190000001,106,1
37.531516499999995,126.8589627,26,1
37.532969,126.8596138,32,1
37.5331367,126.85944270000002,59,1
37.53346129999999,126.85992879999999,37,1
37.533318200000004,126.85938449999999,35,1
37.5333754,126.8587771,67,1
37.5337816,126.85876529999999,28,1
37.5348513,126.85766509999998,37,1
37.5334791,126.86018529999998,27,1
37.5338534,126.8609773,27,1
37.5339959,126.86080430000001,24,1
37.5346612,126.86018090000002,1951,2
37.5344187,126.8613828,35,1
37.535044899999995,126.8607261,32,1
37.532535100000004,126.861623,26,1
37.5300985,126.8621568,782,2
37.531481,126.863223,41,1
37.531338,126.863249,40,1
37.5309795,126.86325890000002,24,1
37.5309362,126.8629745,34,1
37.532005,126.8629017,51,1
37.5754282,126.8282433,4641,2
37.5598672,126.82928909999998,5007,2
37.5742074,126.821735,8861,2
37.571493,126.8291154,29,1
37.5679302,126.83091670000002,8540,2
37.546978100000004,126.8214361,2330,2
37.5486005,126.8195942,45,1
37.558653,126.85325120000002,39,1
37.5609526,126.811327,952,2
37.558653,126.85325120000002,2560,2
37.558653,126.85325120000002,24,1
37.558653,126.85325120000002,46,1
37.5386041,126.8482932,40,1
37.558653,126.85325120000002,28,1
37.558653,126.85325120000002,75,1
37.558653,126.85325120000002,1028,2
37.558653,126.85325120000002,324,1
37.5473671,126.86181509999999,362,1
37.5540319,126.8717993,38,1
37.549616799999995,126.86826540000001,103,1
37.5481817,126.87041740000001,266,1
37.5480025,126.87084740000002,503,1
37.5474433,126.8723892,40,1
37.547194,126.8738404,109,1
37.547251,126.8745264,52,1
37.5472055,126.8748507,36,1
37.547250700000006,126.8761899,43,1
37.547312100000006,126.8769653,46,1
37.547312100000006,126.8769653,40,1
37.5477174,126.8772354,192,1
37.547475,126.8769482,45,1
37.557469299999994,126.87062420000001,64,1
37.5597481,126.8682808,97,1
37.547366,126.8773233,169,1
37.547499200000004,126.8779787,35,1
37.547791600000004,126.8781215,29,1
37.5745742,126.82781059999999,1307,2
37.5687339,126.8294597,3177,2
37.5540319,126.8717993,54,1
37.5597805,126.8082987,32,1
37.5549088,126.83623590000002,41,1
37.55563239999999,126.83586340000001,677,1
37.5601467,126.84330520000002,35,1
37.5604172,126.8448669,24,1
37.5627589,126.81103119999999,875,2
37.5618628,126.8097358,24,1
37.559245700000005,126.8457028,58,1
37.5602928,126.84597959999999,53,1
37.5601978,126.8457639,27,1
37.5602928,126.84597959999999,32,1
37.5605876,126.8465649,24,1
37.5602928,126.84597959999999,31,1
37.5561094,126.8432682,1110,2
37.557550799999994,126.85624840000001,181,1
37.55906470000001,126.8574788,31,1
37.558906,126.85793629999999,206,1
37.555822,126.8546095,37,1
37.5559299,126.8553396,74,1
37.557550799999994,126.85624840000001,72,1
37.556711799999995,126.8550248,90,1
37.5567778,126.85579340000001,201,1
37.5557784,126.8541054,62,1
37.55767,126.85702820000002,404,1
37.5512414,126.8645132,26,1
37.5558612,126.8541856,33,1
37.5581667,126.85826100000001,76,1
37.5553603,126.8557744,55,1
37.5519473,126.85040670000001,31,1
37.544753299999996,126.8499231,57,1
37.554423,126.8534335,94,1
37.5543298,126.85320859999999,25,1
37.546634399999995,126.84750079999999,185,1
37.5543369,126.8522669,99,1
37.5540055,126.8523738,96,1
37.5531825,126.85212390000001,57,1
37.5531825,126.85212390000001,24,1
37.5531825,126.85212390000001,108,1
37.5531825,126.85212390000001,183,1
37.5530684,126.85172720000001,89,1
37.552147999999995,126.85112,52,1
37.554741,126.85388700000001,40,1
37.5531825,126.85212390000001,45,1
37.5523335,126.85408229999999,33,1
37.5606375,126.81108300000001,52,1
37.5552804,126.8572773,24,1
37.555462799999994,126.85901650000001,27,1
37.555781599999996,126.8589029,63,1
37.5545475,126.86127240000002,31,1
37.5555519,126.86180379999999,24,1
37.552874700000004,126.86224740000002,67,1
37.552749799999994,126.8625384,43,1
37.5525959,126.8625787,24,1
37.552667799999995,126.86209779999999,73,1
37.5527766,126.8621663,37,1
37.5502283,126.86232949999999,32,1
37.5499958,126.86223009999999,25,1
37.5522557,126.86402679999999,38,1
37.5520595,126.86451640000001,29,1
37.552004700000005,126.86462709999999,40,1
37.5516559,126.8646154,101,1
37.5518929,126.8648098,41,1
37.551722600000005,126.86508629999999,31,1
37.551716600000006,126.8652131,118,1
37.5560679,126.8626,25,1
37.5539967,126.8635009,26,1
37.5529755,126.86382009999998,29,1
37.5539967,126.8635009,31,1
37.551992600000005,126.86402179999999,37,1
37.5513755,126.8610493,43,1
37.5538467,126.8638125,29,1
37.548137100000005,126.876644,39,1
37.5509356,126.86990959999999,24,1
37.5525386,126.8668304,488,1
37.5523487,126.86620400000001,29,1
37.5523314,126.8662594,28,1
37.5513146,126.8653856,56,1
37.551368,126.8673696,55,1
37.5516435,126.86679070000001,88,1
37.5523487,126.86620400000001,40,1
37.5509367,126.87041609999999,49,1
37.5506181,126.86834180000001,33,1
37.5504036,126.86908079999999,72,1
37.5504036,126.86908079999999,37,1
37.5504036,126.86908079999999,25,1
37.5490425,126.8700226,28,1
37.549463700000004,126.86988559999999,47,1
37.549924600000004,126.86926229999999,33,1
37.5482873,126.8720755,28,1
37.548744299999996,126.8725476,26,1
37.549468100000006,126.8727899,166,1
37.5489752,126.8727629,88,1
37.5540769,126.8708078,29,1
37.547926600000004,126.8718614,96,1
37.5481463,126.87331359999999,39,1
37.557343100000004,126.86892730000001,674,1
37.547729700000005,126.87486899999999,82,1
37.548136,126.87469440000001,122,1
37.5617734,126.8126665,57,1
37.562504600000004,126.81284690000001,43,1
37.5543105,126.87158629999999,47,1
37.5584983,126.8141095,42,1
37.5570674,126.8123983,27,1
37.528388799999995,126.8501111,32,1
37.528633500000005,126.85210759999998,6382,2
37.529356400000005,126.85817990000001,33,1
37.5296559,126.86026729999999,37,1
37.529932,126.86218079999999,36,1
37.5300058,126.86291509999998,204,1
37.538722899999996,126.8593259,129,1
37.542341,126.84653859999999,127,1
37.5292756,126.8552351,30,1
37.5292237,126.8519277,28,1
37.528787200000004,126.8512885,52,1
37.529841499999996,126.8597033,43,1
37.5296483,126.8580378,79,1
37.5298884,126.86064950000001,309,1
37.5293701,126.8557744,25,1
37.565419299999995,126.81154129999999,81,1
37.5765187,126.81267240000001,37,1
37.5665561,126.81159790000001,35,1
37.5807246,126.8126242,42,1
37.5808905,126.81410759999999,103,1
37.581086,126.8108847,37,1
37.5783939,126.80902209999999,35,1
37.5772805,126.8103467,33,1
37.578324,126.81246370000001,56,1
37.567947,126.81148300000001,34,1
37.569356299999995,126.8114912,1653,2
37.566635,126.8097086,170,1
37.573527399999996,126.8108,57,1
37.573471999999995,126.8106718,45,1
37.5736131,126.8110816,187,1
37.5781415,126.81815549999999,118,1
37.5694451,126.81002269999999,32,1
37.5690593,126.80984699999999,65,1
37.571281400000004,126.8200126,28,1
37.5714497,126.8084841,24,1
37.575272999999996,126.8112794,27,1
37.5752847,126.8111037,24,1
37.579256,126.813317,33,1
37.586285100000005,126.8116933,46,1
37.587874799999994,126.8112919,100,1
37.5509157,126.8520862,41,1
37.552535999999996,126.8530358,54,1
37.5530834,126.85363740000001,38,1
37.5428198,126.8441195,4982,2
37.5428198,126.8441195,307,1
37.5456093,126.84761840000002,29,1
37.5403602,126.84746499999999,646,1
37.5430172,126.8452368,29,1
37.54454129999999,126.84786570000001,71,1
37.5445907,126.8483439,50,1
37.5443703,126.84714299999999,34,1
37.544433700000006,126.84921399999999,27,1
37.5486398,126.8483333,30,1
37.5473,126.85005829999999,46,1
37.547052799999996,126.85163349999999,26,1
37.5467016,126.85192679999999,25,1
37.5487229,126.85174520000001,25,1
37.5390206,126.842972,30,1
37.537619299999996,126.84717759999998,24,1
37.541439000000004,126.84435359999999,1770,2
37.541160999999995,126.84476409999998,48,1
37.5401411,126.8468902,80,1
37.54183270000001,126.84407250000001,108,1
37.5417534,126.8439765,166,1
37.540118299999996,126.8461267,30,1
37.54207529999999,126.8461249,69,1
37.5608658,126.80801409999998,66,1
37.5537235,126.81507590000001,66,1
37.559726700000006,126.80806299999999,28,1
37.5472236,126.8210719,32,1
37.554598600000006,126.8219385,54,1
37.5611966,126.80773059999999,40,1
37.557502500000005,126.8095279,32,1
37.5557435,126.81476,29,1
37.55860379999999,126.8095568,29,1
37.531259999999996,126.86347190000001,46,1
37.53155170000001,126.86344820000001,187,1
37.546445399999996,126.8622863,29,1
37.5358145,126.86308030000001,24,1
37.536672499999995,126.86319180000001,34,1
37.538866600000006,126.85787990000001,75,1
37.535151500000005,126.8603949,28,1
37.5350666,126.8601804,55,1
37.5352781,126.86089790000001,24,1
37.5353085,126.8597558,29,1
37.5352203,126.859575,37,1
37.539896999999996,126.8321975,34,1
37.537329799999995,126.85847930000001,35,1
37.5380245,126.8568925,25,1
37.53905579999999,126.8626419,73,1
37.5385682,126.863,30,1
37.5454253,126.8590993,28,1
37.5464051,126.8590527,101,1
37.531479499999996,126.8629662,46,1
37.5488125,126.86201940000001,27,1
37.549507,126.86125919999999,878,2
37.55039179999999,126.86349150000001,72,1
37.5330576,126.8589924,101,1
37.575173299999996,126.82807859999998,2939,2
37.57247720000001,126.83715670000001,4826,2
37.5732931,126.83310149999998,207,1
37.5735074,126.8285405,2303,2
37.573689,126.8372442,940,2
37.574814,126.8385818,28,1
37.5739411,126.83759350000001,153,1
37.571200299999994,126.8345888,1408,2
37.5773209,126.8300295,1107,2
37.5774679,126.82931059999999,56,1
37.5764888,126.8307466,252,1
37.5764356,126.83380190000001,68,1
37.5732931,126.83310149999998,29,1
37.5729593,126.82969250000001,168,1
37.573224100000004,126.8312268,270,1
37.5804823,126.8263719,69,1
37.5764888,126.8307466,1794,2
37.5764888,126.8307466,28,1
37.5764888,126.8307466,51,1
37.5764888,126.8307466,38,1
37.571226200000005,126.83584040000001,26,1
37.57247720000001,126.83715670000001,3406,2
37.5724727,126.83834990000001,174,1
37.5803232,126.8280386,86,1
37.574925799999995,126.8387691,1769,2
37.5730312,126.8384273,1807,2
37.572926200000005,126.838473,733,2
37.575813000000004,126.8359942,27,1
37.57731079999999,126.8359324,1476,2
37.576134100000004,126.8335632,2011,2
37.5722278,126.83727040000001,631,1
37.5712911,126.83693740000001,49,1
37.571664500000004,126.8335967,194,1
37.5737466,126.832131,1702,2
37.574224900000004,126.8380453,30,1
37.5736249,126.83038729999998,27,1
37.5725391,126.8338423,56,1
37.5770653,126.83087579999999,27,1
37.5724727,126.83834990000001,73,1
37.5710081,126.8363882,83,1
37.5714215,126.83554640000001,32,1
37.5750791,126.83731770000001,28,1
37.5750791,126.83731770000001,174,1
37.5721155,126.8337447,90,1
37.5739411,126.83759350000001,48,1
37.5759888,126.8315356,38,1
37.560518,126.9218568,41,1
37.5602178,126.9217355,70,1
37.5724727,126.83834990000001,383,1
37.5728539,126.83872209999998,36,1
37.5712911,126.83693740000001,3476,2
37.571226200000005,126.83584040000001,1405,2
37.575083500000005,126.83301809999999,2821,2
37.5771831,126.83121470000002,42,1
37.5784591,126.83095359999999,119,1
37.571873700000005,126.8384645,155,1
37.5737466,126.832131,31,1
37.5768053,126.8324614,4539,2
37.5603686,126.92157479999999,376,1
37.560085799999996,126.9214929,3000,2
37.560953000000005,126.92242549999999,269,1
37.576134100000004,126.8335632,6719,2
37.574224900000004,126.8380453,2217,2
37.576337,126.8326713,2599,2
37.5747733,126.8381942,3308,2
37.57731079999999,126.8359324,35,1
37.574224900000004,126.8380453,59,1
37.5525916,126.8209889,1978,2
37.575173299999996,126.82807859999998,526,1
37.575173299999996,126.82807859999998,4428,2
37.5730866,126.828443,66,1
37.5764888,126.8307466,30,1
37.5712911,126.83693740000001,154,1
37.5764888,126.8307466,126,1
37.5764888,126.8307466,286,1
37.5757582,126.82112409999999,184,1
37.57247720000001,126.83715670000001,308,1
37.573369299999996,126.83717450000002,2113,2
37.553323999999996,126.8189946,251,1
37.555055700000004,126.81618429999999,24,1
37.562459600000004,126.8153201,774,2
37.5740609,126.8163657,27,1
37.5749044,126.81593459999999,1497,2
37.5619185,126.82691899999999,33,1
37.568077,126.8157235,25,1
37.5681059,126.8140251,40,1
37.5718575,126.82218629999998,747,2
37.5697815,126.81601299999998,773,2
37.5703239,126.8141711,26,1
37.5709436,126.8184459,27,1
37.571664399999996,126.814503,53,1
37.5716603,126.81436380000001,25,1
37.57183679999999,126.81601299999998,31,1
37.572705799999994,126.81736640000001,25,1
37.5709585,126.8185158,40,1
37.5746467,126.8147283,68,1
37.57448370000001,126.81612690000001,55,1
37.5745277,126.812249,77,1
37.576941999999995,126.813456,26,1
37.578086,126.81361100000001,35,1
37.5763859,126.8129994,28,1
37.574644,126.8189919,185,1
37.577565899999996,126.8157655,24,1
37.577141299999994,126.8163498,29,1
37.5769308,126.8189082,632,1
37.5771375,126.81759509999999,34,1
37.5550584,126.8182689,50,1
37.5562057,126.8196497,47,1
37.556194700000006,126.81585390000001,35,1
37.5564378,126.81783929999999,24,1
37.5564378,126.81783929999999,28,1
37.5565676,126.819344,25,1
37.556600399999994,126.81965359999998,842,2
37.5772502,126.81328909999998,2043,2
37.5621059,126.8080195,79,1
37.56947589999999,126.81272079999998,28,1
37.5703874,126.81268829999999,66,1
37.570541799999994,126.81263490000002,32,1
37.5712894,126.8121611,33,1
37.5719051,126.81191820000001,98,1
37.5719051,126.81191820000001,149,1
37.5626461,126.8095887,25,1
37.56276,126.8097091,30,1
37.563549,126.8102195,33,1
37.5641437,126.8106696,62,1
37.5656475,126.8120074,24,1
37.5655711,126.8123867,2362,2
37.5685693,126.812973,45,1
37.568829799999996,126.8124481,36,1
37.569052500000005,126.8126438,47,1
37.5614883,126.8112868,232,1
37.5713813,126.8123385,3544,2
37.56438970000001,126.80799099999999,35,1
37.5579935,126.8108658,80,1
37.558567700000005,126.8100905,474,1
37.556083,126.8115447,47,1
37.5566551,126.8110942,27,1
37.555840100000005,126.81185190000001,34,1
37.5581827,126.81194029999999,27,1
37.549733200000006,126.8231253,312,1
37.55225120000001,126.82652949999999,121,1
37.552462799999994,126.8266009,52,1
37.5526355,126.82666499999999,106,1
37.552941,126.82676200000002,319,1
37.5523714,126.82611340000001,33,1
37.5527162,126.8262608,34,1
37.5512027,126.8232041,2524,2
37.5512027,126.8232041,49,1
37.5797299,126.81887079999998,52,1
37.574003000000005,126.81751299999999,77,1
37.5796107,126.8186587,759,2
37.5730034,126.81959590000001,25,1
37.5644723,126.8109949,724,1
37.5715076,126.83213319999999,807,2
37.57190670000001,126.8207635,167,1
37.566911,126.83527140000001,2269,2
37.57002620000001,126.82349540000001,1023,2
37.564832200000005,126.8342406,42,1
37.56447120000001,126.8320981,307,1
37.5613821,126.8314288,26,1
37.5673066,126.83209009999999,1892,2
37.558653,126.85325120000002,34,1
37.558653,126.85325120000002,26,1
37.548773,126.8627817,63,1
37.549822999999996,126.8599206,270,1
37.5502283,126.86232949999999,195,1
37.537902200000005,126.86214679999999,1096,2
37.556903999999996,126.86429009999998,28,1
37.557606299999996,126.8692176,762,2
37.552479,126.8691472,26,1
37.5501783,126.87262079999999,246,1
37.5500696,126.8728408,24,1
37.5660162,126.818312,55,1
37.5496273,126.8777658,635,1
37.5496273,126.8777658,1283,2
37.543332899999996,126.8620665,3894,2
37.5682836,126.81279070000001,124,1
37.5840325,126.81573799999998,85,1
37.5740444,126.80923100000001,384,1
37.5718922,126.80873590000002,91,1
37.5823717,126.82482730000001,55,1
37.570665399999996,126.80959159999999,33,1
37.5642062,126.8073091,145,1
37.573207000000004,126.81906799999999,29,1
37.5706867,126.80779220000001,50,1
37.5827276,126.8265449,24,1
37.5740473,126.80620590000001,40,1
37.573781,126.8154852,96,1
37.573781,126.8154852,36,1
37.5724517,126.81421770000001,26,1
37.5715868,126.81354099999999,35,1
37.570768,126.8134452,84,1
37.570353600000004,126.8150236,32,1
37.58379179999999,126.8222146,108,1
37.5725018,126.81958200000001,25,1
37.57190670000001,126.8207635,113,1
37.5674783,126.8236985,24,1
37.570178600000006,126.82287609999999,26,1
37.574862700000004,126.83045959999998,37,1
37.5709523,126.8389554,50,1
37.572393299999995,126.8407205,40,1
37.572001799999995,126.8349996,41,1
37.582831899999995,126.828879,488,1
37.576134100000004,126.8335632,217,1
37.565212100000004,126.84540919999999,36,1
37.5674409,126.85007920000001,28,1
37.5669626,126.84797209999999,1479,2
37.5678941,126.8463821,109,1
37.562804299999996,126.8525875,247,1
37.563131,126.85292199999999,87,1
37.5625848,126.85299380000001,41,1
37.5639999,126.8511961,33,1
37.560163700000004,126.85969070000002,78,1
37.5676866,126.84857450000001,86,1
37.5565567,126.8588277,104,1
37.5565567,126.8588277,217,1
37.5675025,126.8436635,52,1
37.552871100000004,126.8727669,29,1
37.556166999999995,126.86036609999998,25,1
37.5563117,126.8599813,27,1
37.5579625,126.8659582,547,1
37.5549384,126.8647104,42,1
37.553725299999996,126.8709783,1365,2
37.5555224,126.86967290000001,161,1
37.5566201,126.8711418,30,1
37.5563227,126.8699092,33,1
37.5558806,126.8707885,66,1
37.555989000000004,126.8718564,329,1
37.5541314,126.8714072,177,1
37.5562349,126.86996709999998,38,1
37.5706701,126.806625,37,1
37.553659100000004,126.87338659999999,25,1
37.553921100000004,126.873274,39,1
37.551977799999996,126.87131140000001,25,1
37.5502756,126.8743191,25,1
37.5545966,126.871642,35,1
37.55042720000001,126.87566240000001,31,1
37.5561533,126.8717962,28,1
37.5521222,126.872373,113,1
37.5512849,126.87659099999999,290,1
37.5529451,126.8485014,24,1
37.552956,126.85007890000001,101,1
37.554533899999996,126.84278859999999,26,1
37.553128,126.8436152,49,1
37.551728600000004,126.83917790000001,45,1
37.5529032,126.84947199999999,40,1
37.5535617,126.8375947,37,1
37.552500200000004,126.8372193,47,1
37.547219399999996,126.84346770000002,117,1
37.548364500000005,126.8423534,45,1
37.546267,126.8447577,104,1
37.547249,126.845013,24,1
37.5474691,126.8385196,95,1
37.5467999,126.8401539,83,1
37.547090000000004,126.84331920000001,50,1
37.547030799999995,126.8445389,30,1
37.5283114,126.8395307,68,1
37.529445,126.8388071,27,1
37.5305076,126.83819779999999,32,1
37.530682299999995,126.8380876,27,1
37.531408,126.8376747,50,1
37.5327046,126.8368456,42,1
37.533536,126.83729,58,1
37.5347268,126.83605949999999,65,1
37.5276229,126.83987959999999,24,1
37.527944500000004,126.83968909999999,72,1
37.5274341,126.84295870000001,27,1
37.527620500000005,126.84201170000001,27,1
37.5291468,126.8393548,32,1
37.529325,126.8397967,27,1
37.5328985,126.83722949999999,105,1
37.533064200000005,126.83765079999999,32,1
37.533342299999994,126.8382919,66,1
37.5334135,126.8384718,38,1
37.53536679999999,126.8367217,34,1
37.5355215,126.83723859999999,31,1
37.530469599999996,126.8507231,40,1
37.537508,126.850816,26,1
37.5361195,126.8461777,155,1
37.5356799,126.845579,50,1
37.543676700000006,126.8469794,40,1
37.5437777,126.8470865,27,1
37.5432456,126.84592690000001,180,1
37.542341,126.84653859999999,26,1
37.5418674,126.850118,31,1
37.5415691,126.85131299999999,55,1
37.5382336,126.8473563,36,1
37.538078999999996,126.84536499999999,48,1
37.5389497,126.8478873,27,1
37.571281400000004,126.8200126,681,1
37.5678927,126.8093128,133,1
37.570482299999995,126.81076270000001,25,1
37.5676309,126.8138255,53,1
37.5680691,126.81072150000001,44,1
37.5696686,126.8130642,24,1
37.565984,126.8152767,35,1
37.5652664,126.8152666,24,1
37.5671566,126.81504869999999,30,1
37.570482299999995,126.81076270000001,61,1
37.560049299999996,126.80378970000001,24331,2
37.555525,126.8067017,41,1
37.555525,126.8067017,553,1
37.566773299999994,126.8025118,13178,2
37.5613129,126.79761,317,1
37.5701172,126.8431035,57,1
37.5666739,126.85218959999999,81,1
