crosswalk_id,cafe,distance,cafe_area
06-0000031748,스타벅스 가양역점,58.37147194931378,231.4
06-0000028742,스타벅스 마곡GMG점,58.88415991362146,217.35
06-0000035043,스타벅스 강서NC점,58.958591180395075,165.9
06-0000031269,스타벅스 마곡역점,59.231262639909005,224.36
06-0000012172,스타벅스커피 발산역점,59.52407036779826,203.87
06-0000012175,스타벅스커피 발산역점,59.554412760095154,203.87
06-0000035201,스타벅스 강서구청사거리점,60.71112829331648,243.0
06-0000012173,스타벅스커피 발산역점,60.95276961377124,203.87
06-0000013270,스타벅스 강서구청사거리점,61.532283578049956,243.0
06-0000049977,스타벅스커피 발산역점,61.63627369664885,203.87
